price,location,type,bedrooms,bathrooms,area,parking
$ 555.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,4 baños,99 m²,Parqueadero
$ 6.200.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,5 baños,267 m²,
$ 650.000.000,"Nueva Autopista, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nueva Autopista,2 habitaciones,3 baños,,Parqueadero
$ 795.000.000,"La Salle, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Salle,3 habitaciones,2 baños,389 m²,
$ 275.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,1 baño,84 m²,
$ 650.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bella Suiza,2 habitaciones,"2,5 baños",93 m²,Parqueadero
$ 215.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,54 m²,
$ 390.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,2 habitaciones,2 baños,38 m²,Parqueadero
$ 770.000.000,"Cantagallo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cantagallo,,,140 m²,
$ 390.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,2 baños,,Parqueadero
$ 890.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,3 baños,140 m²,Parqueadero
$ 890.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,3 baños,140 m²,Parqueadero
$ 380.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,2 baños,65 m²,Parqueadero
$ 920.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,3 baños,167 m²,Parqueadero
$ 2.100.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,3 baños,,
$ 200.000.000,"Nueva Castilla, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nueva Castilla,1 habitación,1 baño,,
$ 450.000.000,"San Cristobal, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Cristobal,3 habitaciones,1 baño,,Parqueadero
$ 196.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,1 baño,,
$ 900.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,7 habitaciones,4 baños,,
$ 650.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,2 baños,111 m²,Parqueadero
$ 490.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,1 habitación,1 baño,43 m²,
$ 1.450.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,2 baños,192 m²,
$ 374.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,2 baños,84 m²,
$ 1.930.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Retiro,2 habitaciones,3 baños,146 m²,
$ 1.350.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,3 habitaciones,4 baños,166 m²,
$ 1.150.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,3 habitaciones,3 baños,264 m²,
$ 2.490.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,3 baños,220 m²,
$ 2.750.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,4 habitaciones,5 baños,487 m²,
$ 1.550.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,5 baños,200 m²,
$ 215.000.000,"Ricaurte, Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ricaurte,2 habitaciones,1 baño,30 m²,
$ 430.000.000,"Ricaurte, Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ricaurte,2 habitaciones,2 baños,82 m²,
$ 1.800.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,4 baños,175 m²,
$ 850.000.000,"Nueva Zelandia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Nueva Zelandia,3 habitaciones,3 baños,172 m²,Parqueadero
$ 850.000.000,"Nueva Zelandia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Nueva Zelandia,3 habitaciones,3 baños,172 m²,Parqueadero
$ 425.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,1 habitación,1 baño,42 m²,
$ 3.500.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,5 habitaciones,6 baños,540 m²,Parqueadero
$ 2.594.822.929,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,4 habitaciones,6 baños,,Parqueadero
$ 1.300.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nicolas De Federman,4 habitaciones,4 baños,189 m²,
$ 210.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,3 habitaciones,2 baños,45 m²,
$ 750.000.000,"Chico Norte Ii, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chico Norte Ii,3 habitaciones,4 baños,134 m²,Parqueadero
$ 1.800.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Retiro,3 habitaciones,3 baños,186 m²,Parqueadero
$ 680.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,6 habitaciones,5 baños,134 m²,Parqueadero
$ 3.975.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,5 habitaciones,"5,5 baños",1.377 m²,Parqueadero
$ 818.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en La Calleja,2 habitaciones,2 baños,,Parqueadero
$ 929.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Calleja,3 habitaciones,"2,5 baños",114 m²,Parqueadero
$ 793.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,3 habitaciones,2 baños,,Parqueadero
$ 1.600.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,4 baños,218 m²,
$ 750.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bella Suiza,4 habitaciones,3 baños,161 m²,
$ 300.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,1 baño,38 m²,
$ 1.190.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,4 habitaciones,4 baños,171 m²,
$ 720.000.000,"Castilla, Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Castilla,5 habitaciones,2 baños,210 m²,Parqueadero
$ 950.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,,95 m²,
$ 680.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bella Suiza,3 habitaciones,3 baños,107 m²,
$ 1.750.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,4 baños,209 m²,
$ 630.000.000,"Santa Ana, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Ana,3 habitaciones,2 baños,102 m²,
$ 5.140.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Quinta Camacho,,,435 m²,
$ 630.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,2 baños,,
$ 980.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chico Norte,3 habitaciones,3 baños,192 m²,
$ 1.150.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,4 habitaciones,4 baños,166 m²,
$ 201.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,35 m²,
$ 2.250.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Retiro,2 habitaciones,4 baños,149 m²,
$ 900.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,3 habitaciones,3 baños,80 m²,
$ 2.850.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,5 baños,565 m²,Parqueadero
$ 890.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,2 habitaciones,3 baños,132 m²,
$ 163.500.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,2 habitaciones,1 baño,37 m²,
$ 900.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,3 baños,190 m²,
$ 260.000.000,"Galerias, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Galerias,1 habitación,1 baño,37 m²,
$ 295.000.000,"La Felicidad, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Felicidad,3 habitaciones,1 baño,,
$ 323.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,3 habitaciones,2 baños,,
$ 236.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,,
$ 490.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bella Suiza,3 habitaciones,3 baños,,
$ 650.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,4 habitaciones,3 baños,,Parqueadero
$ 890.000.000,"Puente Largo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Largo,3 habitaciones,"2,5 baños",154 m²,Parqueadero
$ 1.662.000.000,"La Soledad , Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en La Soledad,4 habitaciones,4 baños,360 m²,Parqueadero
$ 3.190.710.250,"Las Nieves, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Las Nieves,,8 baños,918 m²,
$ 232.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,2 habitaciones,1 baño,,
$ 6.500.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Colinas De Suba,4 habitaciones,6 baños,800 m²,
$ 2.800.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Colinas De Suba,4 habitaciones,4 baños,322 m²,Parqueadero
$ 2.750.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,5 habitaciones,6 baños,400 m²,Parqueadero
$ 230.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,35 m²,
$ 272.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,1 baño,,
$ 1.160.000.000,"Alhambra, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Alhambra,5 habitaciones,4 baños,,Parqueadero
$ 390.000.000,"El Batán, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Batán,2 habitaciones,2 baños,52 m²,Parqueadero
$ 320.000.000,"Las Orquideas, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Las Orquideas,3 habitaciones,2 baños,69 m²,Parqueadero
$ 650.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,1 habitación,1 baño,53 m²,
$ 526.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,1 habitación,1 baño,29 m²,
$ 372.000.000,"San Antonio Norte, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Antonio Norte,3 habitaciones,3 baños,66 m²,
$ 754.721.500,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,2 habitaciones,2 baños,67 m²,
$ 358.411.500,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,1 habitación,1 baño,30 m²,
$ 2.800.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,2 habitaciones,3 baños,172 m²,
$ 1.250.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,4 habitaciones,5 baños,350 m²,Parqueadero
$ 720.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,96 m²,Parqueadero
$ 790.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,"4,5 baños",132 m²,Parqueadero
$ 1.800.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,4 habitaciones,4 baños,310 m²,Parqueadero
$ 1.157.612.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,4 baños,296 m²,
$ 720.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,96 m²,Parqueadero
$ 790.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,"4,5 baños",132 m²,Parqueadero
$ 1.800.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,4 habitaciones,4 baños,310 m²,Parqueadero
$ 1.157.612.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,4 baños,296 m²,
$ 560.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,1 habitación,1 baño,45 m²,Parqueadero
$ 449.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Aranda,2 habitaciones,2 baños,59 m²,
$ 2.200.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,4 baños,196 m²,
$ 291.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,1 baño,,Parqueadero
$ 550.000.000,"San Cristobal, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en San Cristobal,8 habitaciones,5 baños,435 m²,Parqueadero
$ 187.000.000,"Nueva Castilla, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nueva Castilla,1 habitación,1 baño,35 m²,
$ 197.900.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,2 habitaciones,1 baño,,
$ 1.318.000.000,"Cabrero, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cabrero,2 habitaciones,2 baños,76 m²,
$ 460.000.000,"Alameda, Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Casa en Venta en Alameda,4 habitaciones,3 baños,170 m²,
$ 1.828.086.203,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Engativa,,,135 m²,
$ 2.147.000.000,"Cabrero, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cabrero,3 habitaciones,3 baños,119 m²,
$ 420.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,2 baños,65 m²,
$ 420.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,2 baños,120 m²,
$ 2.554.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,3 baños,319 m²,Parqueadero
$ 2.554.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,4 habitaciones,4 baños,319 m²,Parqueadero
$ 1.200.000.000,"Alhambra, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Alhambra,4 habitaciones,4 baños,360 m²,
$ 570.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,83 m²,Parqueadero
$ 1.050.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,3 baños,180 m²,
$ 750.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,4 baños,122 m²,Parqueadero
$ 253.000.000,"Nueva Zelandia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nueva Zelandia,2 habitaciones,1 baño,39 m²,
$ 7.200.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,4 habitaciones,5 baños,363 m²,
$ 744.018.779,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,4 habitaciones,3 baños,,
$ 660.000.000,"El Batán, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Batán,3 habitaciones,3 baños,123 m²,
$ 1.800.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,5 baños,273 m²,
$ 300.000.000,"Tintala, Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Tintala,3 habitaciones,2 baños,61 m²,
$ 2.000.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Retiro,3 habitaciones,4 baños,117 m²,
$ 774.900.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,145 m²,Parqueadero
$ 1.500.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,5 baños,245 m²,
$ 290.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,1 habitación,1 baño,24 m²,
$ 900.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,3 habitaciones,3 baños,103 m²,
$ 1.550.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Niza,5 habitaciones,7 baños,454 m²,
$ 660.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,3 baños,90 m²,
$ 230.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,2 baños,76 m²,
$ 1.100.000.000,"El Virrey, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Virrey,2 habitaciones,3 baños,117 m²,
$ 750.000.000,"San Cristobal, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en San Cristobal,8 habitaciones,5 baños,,
$ 2.449.037.700,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Quinta Camacho,,6 baños,300 m²,
$ 650.000.000,"Cofradía, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Oficina en Venta en Cofradía,,4 baños,88 m²,Parqueadero
$ 1.397.970.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,2 baños,1.600 m²,Parqueadero
$ 5.193.683.820,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Centro Internacional,,,1.011 m²,
$ 860.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,3 baños,189 m²,
$ 590.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,86 m²,Parqueadero
$ 950.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,6 habitaciones,5 baños,200 m²,Parqueadero
$ 400.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bella Suiza,2 habitaciones,2 baños,68 m²,Parqueadero
$ 3.900.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,6 baños,599 m²,Parqueadero
